id,document_family,record_id,template_variant,tamper_type,final_label,cnn_label,image_path,label_path
family_a_001824_visual_splice,family_a,a24dcdcb22c3095b,v2,visual_splice,forged,forged,images/family_a/family_a_001824_visual_splice.png,labels/family_a_001824_visual_splice.json
family_a_001825_visual_splice,family_a,a24dcdcb22c3095b,v2,visual_splice,forged,forged,images/family_a/family_a_001825_visual_splice.png,labels/family_a_001825_visual_splice.json
family_a_001826_genuine,family_a,0a063518578a2ace,v2,genuine,genuine,genuine,images/family_a/family_a_001826_genuine.png,labels/family_a_001826_genuine.json
family_a_001827_text_qr_mismatch,family_a,0a063518578a2ace,v2,text_qr_mismatch,forged,genuine,images/family_a/family_a_001827_text_qr_mismatch.png,labels/family_a_001827_text_qr_mismatch.json
family_a_001828_qr_only_mismatch,family_a,0a063518578a2ace,v2,qr_only_mismatch,forged,genuine,images/family_a/family_a_001828_qr_only_mismatch.png,labels/family_a_001828_qr_only_mismatch.json
family_a_001829_checksum_invalid,family_a,0a063518578a2ace,v2,checksum_invalid,forged,genuine,images/family_a/family_a_001829_checksum_invalid.png,labels/family_a_001829_checksum_invalid.json
family_a_001830_format_invalid,family_a,0a063518578a2ace,v2,format_invalid,forged,genuine,images/family_a/family_a_001830_format_invalid.png,labels/family_a_001830_format_invalid.json
family_a_001831_field_missing,family_a,0a063518578a2ace,v2,field_missing,forged,genuine,images/family_a/family_a_001831_field_missing.png,labels/family_a_001831_field_missing.json
family_a_001832_fine_grained_edit,family_a,0a063518578a2ace,v2,fine_grained_edit,forged,genuine,images/family_a/family_a_001832_fine_grained_edit.png,labels/family_a_001832_fine_grained_edit.json
family_a_001833_coordinated_full_forgery,family_a,0a063518578a2ace,v2,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001833_coordinated_full_forgery.png,labels/family_a_001833_coordinated_full_forgery.json
family_a_001834_visual_splice,family_a,0a063518578a2ace,v2,visual_splice,forged,forged,images/family_a/family_a_001834_visual_splice.png,labels/family_a_001834_visual_splice.json
family_a_001835_visual_splice,family_a,0a063518578a2ace,v2,visual_splice,forged,forged,images/family_a/family_a_001835_visual_splice.png,labels/family_a_001835_visual_splice.json
family_a_001836_visual_splice,family_a,0a063518578a2ace,v2,visual_splice,forged,forged,images/family_a/family_a_001836_visual_splice.png,labels/family_a_001836_visual_splice.json
family_a_001837_genuine,family_a,f49e54ba98de2772,v1,genuine,genuine,genuine,images/family_a/family_a_001837_genuine.png,labels/family_a_001837_genuine.json
family_a_001838_text_qr_mismatch,family_a,f49e54ba98de2772,v1,text_qr_mismatch,forged,genuine,images/family_a/family_a_001838_text_qr_mismatch.png,labels/family_a_001838_text_qr_mismatch.json
family_a_001839_qr_only_mismatch,family_a,f49e54ba98de2772,v1,qr_only_mismatch,forged,genuine,images/family_a/family_a_001839_qr_only_mismatch.png,labels/family_a_001839_qr_only_mismatch.json
family_a_001840_checksum_invalid,family_a,f49e54ba98de2772,v1,checksum_invalid,forged,genuine,images/family_a/family_a_001840_checksum_invalid.png,labels/family_a_001840_checksum_invalid.json
family_a_001841_format_invalid,family_a,f49e54ba98de2772,v1,format_invalid,forged,genuine,images/family_a/family_a_001841_format_invalid.png,labels/family_a_001841_format_invalid.json
family_a_001842_field_missing,family_a,f49e54ba98de2772,v1,field_missing,forged,genuine,images/family_a/family_a_001842_field_missing.png,labels/family_a_001842_field_missing.json
family_a_001843_fine_grained_edit,family_a,f49e54ba98de2772,v1,fine_grained_edit,forged,genuine,images/family_a/family_a_001843_fine_grained_edit.png,labels/family_a_001843_fine_grained_edit.json
family_a_001844_coordinated_full_forgery,family_a,f49e54ba98de2772,v1,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001844_coordinated_full_forgery.png,labels/family_a_001844_coordinated_full_forgery.json
family_a_001845_visual_splice,family_a,f49e54ba98de2772,v1,visual_splice,forged,forged,images/family_a/family_a_001845_visual_splice.png,labels/family_a_001845_visual_splice.json
family_a_001846_visual_splice,family_a,f49e54ba98de2772,v1,visual_splice,forged,forged,images/family_a/family_a_001846_visual_splice.png,labels/family_a_001846_visual_splice.json
family_a_001847_visual_splice,family_a,f49e54ba98de2772,v1,visual_splice,forged,forged,images/family_a/family_a_001847_visual_splice.png,labels/family_a_001847_visual_splice.json
family_a_001870_genuine,family_a,ea0aa97e0d57f45c,v1,genuine,genuine,genuine,images/family_a/family_a_001870_genuine.png,labels/family_a_001870_genuine.json
family_a_001871_text_qr_mismatch,family_a,ea0aa97e0d57f45c,v1,text_qr_mismatch,forged,genuine,images/family_a/family_a_001871_text_qr_mismatch.png,labels/family_a_001871_text_qr_mismatch.json
family_a_001872_qr_only_mismatch,family_a,ea0aa97e0d57f45c,v1,qr_only_mismatch,forged,genuine,images/family_a/family_a_001872_qr_only_mismatch.png,labels/family_a_001872_qr_only_mismatch.json
family_a_001873_checksum_invalid,family_a,ea0aa97e0d57f45c,v1,checksum_invalid,forged,genuine,images/family_a/family_a_001873_checksum_invalid.png,labels/family_a_001873_checksum_invalid.json
family_a_001874_format_invalid,family_a,ea0aa97e0d57f45c,v1,format_invalid,forged,genuine,images/family_a/family_a_001874_format_invalid.png,labels/family_a_001874_format_invalid.json
family_a_001875_field_missing,family_a,ea0aa97e0d57f45c,v1,field_missing,forged,genuine,images/family_a/family_a_001875_field_missing.png,labels/family_a_001875_field_missing.json
family_a_001876_fine_grained_edit,family_a,ea0aa97e0d57f45c,v1,fine_grained_edit,forged,genuine,images/family_a/family_a_001876_fine_grained_edit.png,labels/family_a_001876_fine_grained_edit.json
family_a_001877_coordinated_full_forgery,family_a,ea0aa97e0d57f45c,v1,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001877_coordinated_full_forgery.png,labels/family_a_001877_coordinated_full_forgery.json
family_a_001878_visual_splice,family_a,ea0aa97e0d57f45c,v1,visual_splice,forged,forged,images/family_a/family_a_001878_visual_splice.png,labels/family_a_001878_visual_splice.json
family_a_001879_visual_splice,family_a,ea0aa97e0d57f45c,v1,visual_splice,forged,forged,images/family_a/family_a_001879_visual_splice.png,labels/family_a_001879_visual_splice.json
family_a_001880_visual_splice,family_a,ea0aa97e0d57f45c,v1,visual_splice,forged,forged,images/family_a/family_a_001880_visual_splice.png,labels/family_a_001880_visual_splice.json
family_a_001903_genuine,family_a,63adf767058e69be,v1,genuine,genuine,genuine,images/family_a/family_a_001903_genuine.png,labels/family_a_001903_genuine.json
family_a_001904_text_qr_mismatch,family_a,63adf767058e69be,v1,text_qr_mismatch,forged,genuine,images/family_a/family_a_001904_text_qr_mismatch.png,labels/family_a_001904_text_qr_mismatch.json
family_a_001905_qr_only_mismatch,family_a,63adf767058e69be,v1,qr_only_mismatch,forged,genuine,images/family_a/family_a_001905_qr_only_mismatch.png,labels/family_a_001905_qr_only_mismatch.json
family_a_001906_checksum_invalid,family_a,63adf767058e69be,v1,checksum_invalid,forged,genuine,images/family_a/family_a_001906_checksum_invalid.png,labels/family_a_001906_checksum_invalid.json
family_a_001907_format_invalid,family_a,63adf767058e69be,v1,format_invalid,forged,genuine,images/family_a/family_a_001907_format_invalid.png,labels/family_a_001907_format_invalid.json
family_a_001908_field_missing,family_a,63adf767058e69be,v1,field_missing,forged,genuine,images/family_a/family_a_001908_field_missing.png,labels/family_a_001908_field_missing.json
family_a_001909_fine_grained_edit,family_a,63adf767058e69be,v1,fine_grained_edit,forged,genuine,images/family_a/family_a_001909_fine_grained_edit.png,labels/family_a_001909_fine_grained_edit.json
family_a_001910_coordinated_full_forgery,family_a,63adf767058e69be,v1,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001910_coordinated_full_forgery.png,labels/family_a_001910_coordinated_full_forgery.json
family_a_001911_visual_splice,family_a,63adf767058e69be,v1,visual_splice,forged,forged,images/family_a/family_a_001911_visual_splice.png,labels/family_a_001911_visual_splice.json
family_a_001912_visual_splice,family_a,63adf767058e69be,v1,visual_splice,forged,forged,images/family_a/family_a_001912_visual_splice.png,labels/family_a_001912_visual_splice.json
family_a_001913_visual_splice,family_a,63adf767058e69be,v1,visual_splice,forged,forged,images/family_a/family_a_001913_visual_splice.png,labels/family_a_001913_visual_splice.json
family_a_001914_genuine,family_a,5940b221e93228c0,v1,genuine,genuine,genuine,images/family_a/family_a_001914_genuine.png,labels/family_a_001914_genuine.json
family_a_001915_text_qr_mismatch,family_a,5940b221e93228c0,v1,text_qr_mismatch,forged,genuine,images/family_a/family_a_001915_text_qr_mismatch.png,labels/family_a_001915_text_qr_mismatch.json
family_a_001916_qr_only_mismatch,family_a,5940b221e93228c0,v1,qr_only_mismatch,forged,genuine,images/family_a/family_a_001916_qr_only_mismatch.png,labels/family_a_001916_qr_only_mismatch.json
family_a_001917_checksum_invalid,family_a,5940b221e93228c0,v1,checksum_invalid,forged,genuine,images/family_a/family_a_001917_checksum_invalid.png,labels/family_a_001917_checksum_invalid.json
family_a_001918_format_invalid,family_a,5940b221e93228c0,v1,format_invalid,forged,genuine,images/family_a/family_a_001918_format_invalid.png,labels/family_a_001918_format_invalid.json
family_a_001919_field_missing,family_a,5940b221e93228c0,v1,field_missing,forged,genuine,images/family_a/family_a_001919_field_missing.png,labels/family_a_001919_field_missing.json
family_a_001920_fine_grained_edit,family_a,5940b221e93228c0,v1,fine_grained_edit,forged,genuine,images/family_a/family_a_001920_fine_grained_edit.png,labels/family_a_001920_fine_grained_edit.json
family_a_001921_coordinated_full_forgery,family_a,5940b221e93228c0,v1,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001921_coordinated_full_forgery.png,labels/family_a_001921_coordinated_full_forgery.json
family_a_001922_visual_splice,family_a,5940b221e93228c0,v1,visual_splice,forged,forged,images/family_a/family_a_001922_visual_splice.png,labels/family_a_001922_visual_splice.json
family_a_001923_visual_splice,family_a,5940b221e93228c0,v1,visual_splice,forged,forged,images/family_a/family_a_001923_visual_splice.png,labels/family_a_001923_visual_splice.json
family_a_001924_visual_splice,family_a,5940b221e93228c0,v1,visual_splice,forged,forged,images/family_a/family_a_001924_visual_splice.png,labels/family_a_001924_visual_splice.json
family_a_001925_genuine,family_a,ed0a81b6244fc3c3,v2,genuine,genuine,genuine,images/family_a/family_a_001925_genuine.png,labels/family_a_001925_genuine.json
family_a_001926_text_qr_mismatch,family_a,ed0a81b6244fc3c3,v2,text_qr_mismatch,forged,genuine,images/family_a/family_a_001926_text_qr_mismatch.png,labels/family_a_001926_text_qr_mismatch.json
family_a_001927_qr_only_mismatch,family_a,ed0a81b6244fc3c3,v2,qr_only_mismatch,forged,genuine,images/family_a/family_a_001927_qr_only_mismatch.png,labels/family_a_001927_qr_only_mismatch.json
family_a_001928_checksum_invalid,family_a,ed0a81b6244fc3c3,v2,checksum_invalid,forged,genuine,images/family_a/family_a_001928_checksum_invalid.png,labels/family_a_001928_checksum_invalid.json
family_a_001929_format_invalid,family_a,ed0a81b6244fc3c3,v2,format_invalid,forged,genuine,images/family_a/family_a_001929_format_invalid.png,labels/family_a_001929_format_invalid.json
family_a_001930_field_missing,family_a,ed0a81b6244fc3c3,v2,field_missing,forged,genuine,images/family_a/family_a_001930_field_missing.png,labels/family_a_001930_field_missing.json
family_a_001931_fine_grained_edit,family_a,ed0a81b6244fc3c3,v2,fine_grained_edit,forged,genuine,images/family_a/family_a_001931_fine_grained_edit.png,labels/family_a_001931_fine_grained_edit.json
family_a_001932_coordinated_full_forgery,family_a,ed0a81b6244fc3c3,v2,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001932_coordinated_full_forgery.png,labels/family_a_001932_coordinated_full_forgery.json
family_a_001933_visual_splice,family_a,ed0a81b6244fc3c3,v2,visual_splice,forged,forged,images/family_a/family_a_001933_visual_splice.png,labels/family_a_001933_visual_splice.json
family_a_001934_visual_splice,family_a,ed0a81b6244fc3c3,v2,visual_splice,forged,forged,images/family_a/family_a_001934_visual_splice.png,labels/family_a_001934_visual_splice.json
family_a_001935_visual_splice,family_a,ed0a81b6244fc3c3,v2,visual_splice,forged,forged,images/family_a/family_a_001935_visual_splice.png,labels/family_a_001935_visual_splice.json
family_a_001936_genuine,family_a,330e6d1ed53d0764,v1,genuine,genuine,genuine,images/family_a/family_a_001936_genuine.png,labels/family_a_001936_genuine.json
family_a_001937_text_qr_mismatch,family_a,330e6d1ed53d0764,v1,text_qr_mismatch,forged,genuine,images/family_a/family_a_001937_text_qr_mismatch.png,labels/family_a_001937_text_qr_mismatch.json
family_a_001938_qr_only_mismatch,family_a,330e6d1ed53d0764,v1,qr_only_mismatch,forged,genuine,images/family_a/family_a_001938_qr_only_mismatch.png,labels/family_a_001938_qr_only_mismatch.json
family_a_001939_checksum_invalid,family_a,330e6d1ed53d0764,v1,checksum_invalid,forged,genuine,images/family_a/family_a_001939_checksum_invalid.png,labels/family_a_001939_checksum_invalid.json
family_a_001940_format_invalid,family_a,330e6d1ed53d0764,v1,format_invalid,forged,genuine,images/family_a/family_a_001940_format_invalid.png,labels/family_a_001940_format_invalid.json
family_a_001941_field_missing,family_a,330e6d1ed53d0764,v1,field_missing,forged,genuine,images/family_a/family_a_001941_field_missing.png,labels/family_a_001941_field_missing.json
family_a_001942_fine_grained_edit,family_a,330e6d1ed53d0764,v1,fine_grained_edit,forged,genuine,images/family_a/family_a_001942_fine_grained_edit.png,labels/family_a_001942_fine_grained_edit.json
family_a_001943_coordinated_full_forgery,family_a,330e6d1ed53d0764,v1,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001943_coordinated_full_forgery.png,labels/family_a_001943_coordinated_full_forgery.json
family_a_001944_visual_splice,family_a,330e6d1ed53d0764,v1,visual_splice,forged,forged,images/family_a/family_a_001944_visual_splice.png,labels/family_a_001944_visual_splice.json
family_a_001945_visual_splice,family_a,330e6d1ed53d0764,v1,visual_splice,forged,forged,images/family_a/family_a_001945_visual_splice.png,labels/family_a_001945_visual_splice.json
family_a_001946_visual_splice,family_a,330e6d1ed53d0764,v1,visual_splice,forged,forged,images/family_a/family_a_001946_visual_splice.png,labels/family_a_001946_visual_splice.json
family_a_001947_genuine,family_a,b563e25d4ab4256b,v1,genuine,genuine,genuine,images/family_a/family_a_001947_genuine.png,labels/family_a_001947_genuine.json
family_a_001948_text_qr_mismatch,family_a,b563e25d4ab4256b,v1,text_qr_mismatch,forged,genuine,images/family_a/family_a_001948_text_qr_mismatch.png,labels/family_a_001948_text_qr_mismatch.json
family_a_001949_qr_only_mismatch,family_a,b563e25d4ab4256b,v1,qr_only_mismatch,forged,genuine,images/family_a/family_a_001949_qr_only_mismatch.png,labels/family_a_001949_qr_only_mismatch.json
family_a_001950_checksum_invalid,family_a,b563e25d4ab4256b,v1,checksum_invalid,forged,genuine,images/family_a/family_a_001950_checksum_invalid.png,labels/family_a_001950_checksum_invalid.json
family_a_001951_format_invalid,family_a,b563e25d4ab4256b,v1,format_invalid,forged,genuine,images/family_a/family_a_001951_format_invalid.png,labels/family_a_001951_format_invalid.json
family_a_001952_field_missing,family_a,b563e25d4ab4256b,v1,field_missing,forged,genuine,images/family_a/family_a_001952_field_missing.png,labels/family_a_001952_field_missing.json
family_a_001953_fine_grained_edit,family_a,b563e25d4ab4256b,v1,fine_grained_edit,forged,genuine,images/family_a/family_a_001953_fine_grained_edit.png,labels/family_a_001953_fine_grained_edit.json
